id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
50420,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2012.0,Formal,U.S. Polo Assn. Men Brown Formal Shoes
11010,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Wrangler Women Smocked Yoke Purple Tops
33172,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Sepia Women Purple Top
34357,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Prayer T-shirt
20591,Women,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Baggit Women Humtum Taj Black Wallet
37526,Boys,Apparel,Topwear,Rompers,Yellow,Summer,2012.0,Casual,Madagascar3 Infant Girls Lemon Yellow Snapsuit Romper
15676,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Highlander Men High Original Blue Jeans
59559,Women,Accessories,Jewellery,Bangle,Silver,Summer,2013.0,Casual,Lucera Silver Bangle
55394,Women,Personal Care,Makeup,Makeup Remover,White,Spring,2017.0,Casual,Revlon Eye & Lip Makeup Remover
18169,Girls,Apparel,Dress,Dresses,Pink,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Pink Dress
23314,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,W Women Printed Green Kurta
56175,Women,Personal Care,Makeup,Kajal and Eyeliner,Copper,Spring,2017.0,Casual,Colorbar Color Intense Copper Haze Liquid Eye Liner 003
25487,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Air Dictate  White Sports Shoes
32430,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Casual,ADIDAS Unisex Polyester Navy Blue Cap
10760,Unisex,Footwear,Flip Flops,Flip Flops,Red,Winter,2012.0,Casual,Disney Unisex Kids Basic Red Flip Flops
9368,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Puma Men Ftpa White Socks
17777,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,Reid & Taylor Men Classic Black Belt
23542,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Police Women Pure EDT Perfume
57295,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men Blue Shirt
46128,Women,Accessories,Jewellery,Necklace and Chains,Blue,Fall,2012.0,Casual,Adrika Women Blue Necklace
58220,Women,Apparel,Bottomwear,Patiala,Multi,Summer,2012.0,Ethnic,Shree Women Multi Coloured Patiala
39217,Women,Apparel,Dress,Dresses,Red,Summer,2012.0,Casual,Femella Women Floral Red Dress
57866,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Carrot SPF 40 Sunscream
7459,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Proline Men Green Striped Polo T-shirt
50429,Unisex,Accessories,Accessories,Messenger Bag,Blue,Summer,2012.0,Casual,Lino Perros Unisex Blue Satchel
41769,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Remanika Women Multi Coloured Top
47658,Women,Apparel,Bottomwear,Skirts,Purple,Summer,2012.0,Casual,Femella Women Purple & Black Skirt
35876,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Marvel Boys Comics Orange T-shirt
59762,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Flats
18736,Women,Apparel,Dress,Dresses,Red,Fall,2011.0,Casual,Arrow Woman Rima Red Dress
26805,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Arrow Men Black Flat Front Trousers
57892,Women,Personal Care,Skin Care,Eye Cream,Beige,Spring,2017.0,Casual,Biotique Women Bio Almond Eye Cream
11026,Women,Apparel,Topwear,Tops,Navy Blue,Fall,2011.0,Casual,Wrangler Women Navy Blue Top
7654,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Wrangler Men's Dark Grey Melange Ankle Length Socks
2114,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Women Essential Black Candy Pants
52173,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Ring
21481,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Ice Men XXL White Watch
44016,Men,Personal Care,Bath and Body,Body Wash and Scrub,Silver,Spring,2017.0,Casual,BOSS Men Selection Shower Gel
25021,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Nike Men Poly Fleece Grey Sweatshirt
13127,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012.0,Casual,Lee Cooper Men Brown Casual Shoes
57859,Women,Personal Care,Skin Care,Toner,Pink,Spring,2017.0,Casual,Biotique Bio Honey Water Clarifying Toner
5755,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Jealous 21 Women Pink Graphic Top
4687,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,ADIDAS Load Black Silver Unisex Backpack
20305,Women,Apparel,Topwear,Sweaters,Magenta,Fall,2011.0,Casual,Jealous 21 Women Solid Magenta Sweater
41332,Women,Apparel,Topwear,Dupatta,Green,Winter,2012.0,Ethnic,Aurelia Women Green Dupatta
2742,Girls,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Disney Kids Girl's White Minnie & Red Kidswear
46117,Unisex,Footwear,Shoes,Casual Shoes,Red,Summer,2012.0,Casual,ADIDAS Unisex Red Neo Shell Comic Shoes
7230,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Rockport Men's Myrics Mid Brown Shoe
31879,Women,Accessories,Stoles,Stoles,Grey,Summer,2012.0,Ethnic,Fabindia Women Grey Jacquard Silk Stole
17573,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
9950,Men,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Sports,ADIDAS Men M Rsp Black Shorts
53431,Women,Apparel,Topwear,Kurtas,Black,Fall,2012.0,Ethnic,Alma Women Black Printed Kurta
57091,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012.0,Casual,Elle Women Black Skirt
56143,Women,Personal Care,Makeup,Eyeshadow,Turquoise Blue,Spring,2017.0,Casual,Colorbar Turquoise Enchanting Trio Eye Shadow 007
4819,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,ADIDAS Men's Team Bermuda Navy Blue Short
13785,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Belmonte Men Solid Black Trousers
47667,Women,Accessories,Scarves,Scarves,Green,Summer,2012.0,Casual,Femella Women Green & Red Printed Scarf
51702,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH220-C3
9154,Women,Apparel,Topwear,Tops,Grey,Fall,2011.0,Casual,Jealous 21 Women Checks Grey Tops
50882,Women,Apparel,Saree,Sarees,Mustard,Fall,2012.0,Ethnic,Prafful Mustard Crepe Printed Sari
47009,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Shree Women Brown Kurta
42923,Women,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,French Connection Women Black Wallet
7698,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Jealous 21 Women's She's Got Attitude Purple Top
59557,Women,Accessories,Jewellery,Bangle,Gold,Summer,2013.0,Casual,Lucera Gold Plated Bangle
37528,Boys,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Boys White Snapsuit Romper
52983,Women,Apparel,Saree,Sarees,Maroon,Fall,2012.0,Ethnic,FNF Striped Multi Coloured Sari
18167,Girls,Apparel,Dress,Dresses,Magenta,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Purple Dress
28534,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Nike Men Sublimated White T-shirt
25825,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Diva Women Printed White Kurta
33940,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,ADIDAS Men Orange T-shirt
57439,Women,Apparel,Topwear,Tshirts,Pink,Summer,2015.0,Casual,Angry Birds Women Pink T-shirt
16009,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Turtle Stripes Men Blue TShirt
57861,Women,Personal Care,Skin Care,Sunscreen,Green,Spring,2017.0,Casual,Biotique Women Bio Vera Ultra Soothing Body Lotion with SPF 75
20933,Women,Accessories,Bags,Handbags,Purple,Winter,2016.0,Casual,Fastrack Women Leatherette Purple HandBag
19425,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Shirt
49355,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Vans Men Green Larkin Shoes
49167,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Black Sunglasses
55538,Women,Personal Care,Makeup,Eyeshadow,Multi,Spring,2017.0,Casual,Revlon Wild Orchids Illuminance Creme Eye Shadow
14934,Men,Apparel,Bottomwear,Shorts,Red,Fall,2011.0,Casual,Status Quo Men Check Red Shorts
30732,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Churidar
12462,Men,Apparel,Topwear,Waistcoat,Brown,Fall,2011.0,Casual,Basics Men Brown Checked Waistcoat
23325,Women,Apparel,Topwear,Kurtas,Brown,Fall,2011.0,Ethnic,W Women Brown Printed Kurta
3809,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's He Is Behind You Red Kidswear
52180,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Silver Earrings
59568,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Black Cufflinks
37517,Boys,Accessories,Gloves,Gloves,Yellow,Summer,2012.0,Casual,Madagascar 3 Infant Boys Yellow Mittens
55197,Women,Personal Care,Bath and Body,Nail Essentials,Purple,Spring,2017.0,Casual,Lakme Nail Colour Remover
51537,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fastrack Women Silver-Toned Dial Watch 9827pp06
46580,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black T-shirt
38309,Men,Accessories,Scarves,Scarves,Black,Summer,2012.0,Casual,Reid & Taylor Men Black Scarf
32633,Women,Apparel,Bottomwear,Capris,Black,Fall,2012.0,Sports,Nike Women Black Legend Slim Capris
51361,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Spykar Women Blue Washed Capri
10751,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,Nike Men Breakline Grey Track Pants
45795,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Senorita Women Black Sandals
10597,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Skinny Jack Blue Jeans
11445,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,United Colors of Benetton Women  Winter White Printed Top
49158,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Deborah Fair Colour Copy Mat Effect 0 Foundation
27315,Women,Personal Care,Fragrance,Fragrance Gift Set,Purple,Spring,2017.0,Casual,ADIDAS Women Natural Vitality Pack of 2 Fragrance Gift Set
51395,Men,Apparel,Bottomwear,Shorts,Yellow,Summer,2012.0,Casual,Myntra Men Yellow Check Shorts
22667,Unisex,Accessories,Bags,Duffel Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Black & Red Duffel Bag
17580,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Mark Taylor Men Solid Navy Blue Trouser
36055,Unisex,Accessories,Bags,Messenger Bag,Olive,Summer,2015.0,Casual,OTLS Unisex Olive Green Messenger Bag
55351,Women,Personal Care,Bath and Body,Nail Essentials,Purple,Spring,2017.0,Casual,Revlon Extra Gentle Nail Polish Remover
34366,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Myntra Men Black Afro Jazz T-shirt
34968,Women,Accessories,Stoles,Stoles,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue Chanderi Stole
22031,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta
35086,Men,Accessories,Ties,Ties,White,Summer,2012.0,Formal,Allen Solly Men White Tie
55332,Women,Personal Care,Hair,Hair Colour,Brown,Spring,2017.0,Casual,Revlon Color Silk Light Golden Brown Hair Colour 5G
29688,Men,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Indigo Nation Men Check White And Khaki Shorts
14702,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,Basics Men Black Jackets
25045,Men,Accessories,Accessories,Accessory Gift Set,Blue,Winter,2015.0,Formal,Lino Perros Men Formal Blue Red Accessory Gift Set
45392,Women,Footwear,Shoes,Flats,Gold,Spring,2013.0,Casual,Rocia Women Gold Sandals
25277,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Lino Perros Women Leatherette Black Handbag
22052,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Vishudh Women Printed Maroon Kurta
43859,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Casual,Royal Diadem Golden Earrings
11426,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Light Blue Shirts
28930,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Mr. Men Printed Red T-shirt
34553,Women,Accessories,Bags,Duffel Bag,Green,Summer,2012.0,Casual,Puma Women Campus Grip Green Duffle Bag
34761,Women,Accessories,Bags,Handbags,Blue,Summer,2015.0,Casual,Be For Bag Women Blue Tote Bag
22604,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Sports,Nike Men Black Shorts
33544,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Wrangler Women Bella Yellow Top
58875,Men,Accessories,Ties,Ties,Grey,Summer,2012.0,Casual,Hakashi Men Grey Tie
37322,Women,Accessories,Watches,Watches,Pink,Winter,2016.0,Casual,CASIO Sheen Women Mother Of Pearl Dial Watch SX019 SHE-4022D-4ADR
30107,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Flying Machine Men Printed White Shirt
6372,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2011.0,Casual,Numero Uno Men's Green Shoe
46187,Women,Accessories,Jewellery,Jewellery Set,Multi,Fall,2012.0,Casual,Adrika Multi Coloured Teracotta  Jewellery Set
12065,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011.0,Ethnic,W Women Printed Navy Blue Kurtas
34795,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat
14392,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011.0,Casual,Puma Ess Sweat Pants Track Pant
35223,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Fortune Men Black Formal Shoes
40426,Women,Apparel,Topwear,Tops,Peach,Summer,2012.0,Casual,Tonga Women Peach-Coloured Top
56543,Women,Personal Care,Eyes,Mascara,White,Spring,2017.0,Casual,Streetwear Sheer Mascara
11284,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Wrangler Men Blue Texas Jeans
32234,Women,Apparel,Topwear,Kurtas,Grey,Summer,2012.0,Ethnic,Fabindia Women Printed Grey Kurta
3264,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Guerrilla Men's Kill You Green T-shirt
42143,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Nike Men Black Roshe One NSW Casual Shoes
48479,Women,Apparel,Dress,Dresses,Black,Winter,2011.0,Party,French Connection Women Black Dress
57802,Women,Personal Care,Makeup,Highlighter and Blush,Brown,Spring,2017.0,,Lotus Herbals Natural Blend Botanical Brew Ginger Blusher 604
21882,Women,Apparel,Topwear,Tunics,Blue,Fall,2011.0,Ethnic,BIBA OUTLET Women Printed Navy Blue Kaftan Top
7865,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Men Black Printed Polo T-shirt
49104,Women,Personal Care,Lips,Lip Plumper,Beige,Spring,2017.0,Casual,Deborah Natural Beige Volume Lip Plumper 6
52128,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Doodle Girls Blue Washed Dress
44871,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2013.0,Casual,Puma Men Navy Blue Jamaica Jam Shorts
8475,Women,Apparel,Topwear,Tops,Purple,Fall,2011.0,Casual,Scullers For Her Women Check Purple Top
43268,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aneri Women Pink Kurta
2973,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2010.0,Casual,Puma Men's Heroes Yellow T-shirt
40419,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White & Blue Printed Top
38503,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Shorts
19680,Women,Apparel,Topwear,Sweatshirts,Magenta,Summer,2011.0,Casual,United Colors of Benetton Women Solid Magenta Sweatshirt
34598,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Tonga Women Printed Black Dress
30904,Women,Apparel,Bottomwear,Salwar,Mustard,Summer,2012.0,Ethnic,Fabindia Women Mustard Salwar
59362,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Vishudh Women White Printed Kurta
5194,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Superman Men's Superman Inside Navy T-shirt
45361,Women,Footwear,Shoes,Heels,Brown,Summer,2016.0,Casual,Cobblerz Women Brown Sandals
24356,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Folklore Women Pink  Kurta
40613,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Span Women Purple Kurta
25284,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Leatherite Brown Handbag
35016,Women,Accessories,Stoles,Stoles,Red,Summer,2012.0,Casual,Fabindia Women Cream Printed Stole
30756,Men,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Fabindia Men Green Kurta
51761,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Brown Peep Toes
53036,Women,Apparel,Saree,Sarees,Blue,Summer,2012.0,Ethnic,FNF Printed Blue Sari
56544,Women,Personal Care,Eyes,Mascara,Black,Spring,2017.0,Casual,Streetwear Black Mascara 01
54677,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch NB9735NL02
23725,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016.0,Casual,Ray-Ban Men High Street Steel Sunglasses
53452,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Brown Casual Shoes
56120,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017.0,Casual,Colorbar Warm Me Up Lip Pot 001
21240,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Manchester United Men Black Deo
53660,Women,Accessories,Bags,Handbags,Coffee Brown,Summer,2012.0,Casual,Kiara Women Coffee Brown Handbags
47052,Women,Apparel,Bottomwear,Salwar,Multi,Summer,2012.0,Ethnic,Shree Women Multi Colored Jodhpuri Salwar
43634,Women,Apparel,Dress,Dresses,Beige,Summer,2012.0,Casual,Vero Moda Women Beige Dress
7061,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011.0,Sports,Nike Unisex Total 90 Black Backpack
39845,Girls,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Gini And Jony Girls Striped Green Top
38997,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Digital Blue Dress
11613,Women,Apparel,Topwear,Kurtas,Blue,Summer,2011.0,Ethnic,W Women Solid Teal Blue Kurtas
15081,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011.0,Ethnic,Mother Earth Women Printed Purple Kurtis
55107,Women,Personal Care,Skin,Face Moisturisers,Silver,Spring,2017.0,Casual,Pond's Age Miracle Deep Action Night Cream
13520,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweaters
7896,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Proline Men Blue Shorts
53835,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
38504,Girls,Apparel,Bottomwear,Skirts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Navy Blue Skirts
42349,Women,Apparel,Bottomwear,Leggings,Red,Summer,2012.0,Casual,Flying Machine Women Red Leggings
12439,Unisex,Accessories,Headwear,Hat,Red,Fall,2011.0,Casual,Timberland Unisex Casual Red Skull Caps
49755,Men,Accessories,Ties,Ties,Blue,Summer,2012.0,Formal,Parx Men Blue Tie
49567,Women,Accessories,Bags,Handbags,Black,Summer,2015.0,Casual,Spice Art Women Black Handbag
13349,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans
49103,Women,Personal Care,Lips,Lip Plumper,Copper,Spring,2017.0,Casual,Deborah Chocolate Volume Lip Plumper 05
15882,Unisex,Footwear,Shoes,Casual Shoes,Black,Winter,2013.0,Casual,Warner Bros Kids Unisex TJ Check Skate Black Casual Shoes
36832,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green White & Green Kurta
21885,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,BIBA Women Printed Green Kurta
19441,Men,Accessories,Gloves,Gloves,Black,Summer,2012.0,Casual,Quiksilver Men Casual Black Gloves
38955,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Palm Tree Boys Printed Green T-shirt
51333,Men,Apparel,Topwear,Jackets,Beige,Summer,2015.0,Casual,Wildcraft Men Beige Wind Cheater Jackets
23521,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,ADIDAS Men Black Dial Watch
23979,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Peter England Men Blue Striped Shirt
23145,Women,Apparel,Topwear,Sweatshirts,Off White,Fall,2011.0,Casual,Quechua Women  Fleece Off-White Sweatshirt
47400,Women,Accessories,Bags,Mobile Pouch,Teal,Summer,2012.0,Casual,Baggit Women Teal Aandhi Anna Mobile Pouch
40417,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Tonga Women Beige & Purple Top
54225,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Highlander Men Khaki Chinos
16090,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,M tv Men My Fab Eyewear Brown Sunglasses
2373,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Brown Formal Men's Shoe
55131,Women,Personal Care,Nails,Nail Polish,White,Spring,2017.0,Casual,Lakme Truewear Color Crush Nail Polish 09
31474,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2012.0,Casual,Black Coffee  Brown Formal Trousers
22063,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,Vishudh Women Printed White and Navy Blue Kurta
51591,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Wrangler Women Navy Blue Giselle Jeans
11241,Women,Apparel,Bottomwear,Jeans,Grey,Fall,2011.0,Casual,Flying Machine Women Veron Grey Jeans
30794,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Ethnic,Fabindia Men Printed White Shirt
7433,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Casual,Proline Men Navy Shorts
35682,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Shoes
7057,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2011.0,Sports,Nike Unisex Barcelona Navy Backpack
13340,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Gini and Jony Kids Girls Solid Black Skirts
27175,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Striped Blue Shirt
50027,Women,Apparel,Bottomwear,Leggings,Brown,Winter,2015.0,Casual,Hanes Women Brown ComfortSoft Waistband Cotton Stretch Full Leggings
57202,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Elle Women Blue Tunic
14959,Men,Apparel,Topwear,Jackets,Grey,Fall,2011.0,Casual,Status Quo Men Solid Grey Jackets
59505,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012.0,Casual,Lucera Silver Pendant With Chain
40428,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Formal,Tonga Women Grey Formal Skirt
4873,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Levis Kids Boy's Danio Grey Kidswear
22894,Men,Footwear,Sandal,Sandals,Brown,Summer,2016.0,Casual,Woodland Men Camel Casual Sandals
42529,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta
26850,Women,Personal Care,Fragrance,Perfume and Body Mist,Beige,Spring,2017.0,Casual,Calvin Klein Women Beauty Perfume
6972,Women,Apparel,Topwear,Tops,Mauve,Summer,2011.0,Casual,s.Oliver Women Printed Mauve Top
24509,Women,Apparel,Topwear,Kurtas,Black,Fall,2011.0,Ethnic,Mother Earth Women Black Printed Kurta
56129,Women,Personal Care,Makeup,Concealer,Skin,Spring,2017.0,Casual,ColorBar Instant Coverup Stick Apricot Crush Concealer 001
15088,Men,Apparel,Topwear,Kurtis,Black,Fall,2011.0,Ethnic,Mother Earth Men Printed Black Kurtis
50018,Women,Apparel,Bottomwear,Leggings,Black,Winter,2015.0,Casual,Hanes Women Black Comfortsoft Waistband Cotton - Stretch Lace Capri Leggings
19477,Men,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,Quiksilver Men Casual Blue Jacket
7068,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,s.Oliver Women Black Tank  Top
48483,Women,Apparel,Dress,Dresses,Blue,Winter,2011.0,Casual,French Connection Women Blue Dress
28566,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Who Else Black T-shirt
43437,Women,Apparel,Apparel Set,Kurta Sets,Pink,Summer,2012.0,Ethnic,Global Desi Women Pink & Orange Printed Anarkali Churidar Kurta with Duptatta
2710,Girls,Apparel,Dress,Dresses,White,Summer,2011.0,Casual,Disney Kids Girl's White Daisy Kidswear
50020,Women,Apparel,Bottomwear,Leggings,Navy Blue,Winter,2015.0,Casual,Hanes Women Navy Cotton Stretch Leggings
14162,Men,Accessories,Cufflinks,Cufflinks,Steel,Fall,2011.0,Formal,Belmonte Men Bright Assorted Steel Cufflinks
57205,Women,Apparel,Bottomwear,Capris,White,Fall,2012.0,Casual,Kraus Jeans Women White Capris
41152,Women,Apparel,Bottomwear,Skirts,Grey,Summer,2012.0,Casual,Allen Solly Woman Grey Skirt
59991,Women,Apparel,Dress,Dresses,Multi,Fall,2012.0,Casual,Avirate Multicoloured Dress
11246,Unisex,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,Urban Yoga Unisex Solid Grey Sweatshirts
